Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600058.SS,600060.SS,600062.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600096.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600123.SS,600143.SS,600150.SS,600153.SS,600157.SS,600160.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600216.SS,600219.SS,600221.SS,600252.SS,600256.SS,600259.SS,600266.SS,600267.SS,600271.SS,600276.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600376.SS,600383.SS,600395.SS,600403.SS,600406.SS,600415.SS,600436.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600528.SS,600535.SS,600546.SS,600547.SS,600549.SS,600582.SS,600583.SS,600585.SS,600588.SS,600597.SS,600598.SS,600600.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600694.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600811.SS,600827.SS,600832.SS,600837.SS,600839.SS,600859.SS,600863.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600970.SS,600971.SS,600997.SS,600999.SS,601001.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601099.SS,601101.SS,601106.SS,601111.SS,601117.SS,601118.SS,601139.SS,601158.SS,601166.SS,601168.SS,601169.SS,601186.SS,601231.SS,601238.SS,601258.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601918.SS,601928.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000024.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000423.SZ,000425.SZ,000528.SZ,000536.SZ,000538.SZ,000562.SZ,000568.SZ,000581.SZ,000596.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000656.SZ,000686.SZ,000703.SZ,000709.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000758.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000895.SZ,000933.SZ,000937.SZ,000960.SZ,000961.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002069.SZ,002081.SZ,002106.SZ,002129.SZ,002142.SZ,002146.SZ,002155.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002269.SZ,002294.SZ,002299.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002415.SZ,002422.SZ,002431.SZ,002450.SZ,002456.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ
2013-03-01,72.35,19.97,35.03,13.14,22.6,19.51,134.67,3.45,9.36,5.79,11.29,5.96,67.53,470.58,45.25,137.74,5.68,67.14,59.61,134.02,257.64,27.99,202.73,181.67,248.23,26.86,136.19,99.67,73.37,71.98,407.7,4.56,245.98,128.68,101.61,78.95,75.19,12.14,54.96,82.02,30.06,100.22,40.65,125.6,24.58,66.29,15.49,6.46,125.61,463.46,60.91,35.66,104.79,127.09,396.67,403.46,194.69,71.97,37.69,123.18,103.17,73.2,32.38,21.45,51.36,47.14,79.44,55.08,50.61,275.55,117.95,163.8,153.66,132.73,39.8,47.8,346.05,863.49,25.96,206.61,74.73,356.16,263.31,191.35,110.23,63.92,152.97,26.23,16.9,44.47,39.36,21.23,31.4,6.1,1054.51,345.02,44.01,48.49,71.56,7.51,182.8,37.1,108.33,79.43,130.99,452.99,323.34,67.37,629.01,53.2,117.52,92.49,58.85,63.17,250.42,42.84,68.13,48.3,27.95,40.14,133.18,562.67,14.23,119.64,15.73,83.83,69.06,10.8,19.57,21.24,9.84,15.1,2.64,25.46,10.49,7.07,37.56,2.83,5.86,8.47,6.0,15.93,6.94,42.8,8.64,12.34,6.09,13.57,6.6,14.38,5.05,5.14,17.76,3.64,10.53,2.56,29.08,8.28,6.08,6.99,11.01,8.34,29.14,5.7,15.74,3.79,8.92,9.53,8.04,5.46,41.39,9.29,1230.19,1244.77,49.25,151.91,119.23,265.7,172.1,314.77,133.22,128.05,222.22,6.31,26.71,479.84,100.2,103.0,45.05,175.63,461.72,147.74,70.13,33.71,749.52,84.93,733.69,102.18,96.32,8.81,324.99,52.22,17.63,110.3,1438.35,26.29,134.86,54.75,22.3,32.79,10.69,16.73,49.56,103.81,129.75,98.86,79.89,41.95,23.59,123.91,106.92,22.09,136.01,96.04,53.2,356.22,174.83,109.3,39.48,283.44,82.2,67.77,63.95,26.46,117.04,244.21,73.94,53.84,163.25,292.12,560.08,413.01,75.01,125.16,101.18,305.59,68.59,26.85,12.53,61.56,36.37,31.36,118.17,464.43,237.08,23.85,201.78,12.02,193.68,457.81,73.12,265.28,73.11,51.41,42.34,139.82,138.74,87.7,92.93,103.02,8.35,32.65,25.55,34.63,38.35,15.38
2013-03-04,67.67,21.55,34.66,12.67,22.57,18.46,126.19,3.37,9.29,5.84,11.2,5.78,63.64,431.92,42.58,124.45,5.55,63.71,56.73,128.79,244.93,26.93,196.15,179.97,241.61,25.94,129.74,94.13,73.37,68.06,394.56,4.44,247.51,118.51,102.06,76.26,68.44,12.14,53.97,78.1,28.37,96.66,38.87,123.33,22.21,64.32,14.93,6.26,121.71,459.68,57.79,32.39,103.83,124.34,398.29,380.05,194.39,70.48,36.89,110.96,95.82,69.56,30.65,20.01,49.09,42.76,71.96,50.8,45.74,269.42,114.13,162.75,150.2,127.86,38.56,47.31,337.73,867.67,25.04,211.16,67.57,349.46,250.29,180.06,106.5,57.95,147.91,26.03,16.82,44.59,37.03,21.23,29.94,6.1,1025.11,334.23,40.94,47.66,70.15,7.45,172.8,37.1,104.62,73.87,129.18,426.18,309.24,63.16,631.21,52.43,119.96,84.86,55.89,62.12,235.38,41.47,66.62,47.13,28.71,39.43,128.21,576.21,14.23,112.74,15.64,78.78,65.45,10.8,18.48,19.98,9.99,14.15,2.6,24.79,9.97,6.71,34.71,2.76,5.68,8.2,5.72,15.23,7.18,38.87,8.25,11.62,5.9,12.83,6.08,13.6,4.93,4.96,17.38,3.45,10.36,2.5,29.35,8.05,5.99,6.91,10.03,8.06,29.09,5.56,14.75,3.71,8.84,9.37,7.25,5.14,40.1,8.77,1158.87,1125.86,46.63,144.69,107.6,257.95,155.28,285.35,131.82,124.19,201.01,6.28,25.0,444.91,92.87,99.02,40.64,163.32,457.04,138.38,65.42,32.71,750.09,80.39,715.96,100.61,95.98,116.31,299.49,49.06,16.82,105.56,1378.51,23.7,124.45,52.16,21.48,29.5,10.41,15.87,49.23,96.9,124.27,99.63,75.01,40.76,21.87,123.84,111.51,21.45,131.77,98.48,52.4,351.22,172.2,105.43,37.87,290.47,75.61,61.61,58.81,23.76,121.49,234.43,69.84,52.76,158.67,294.94,537.4,418.72,71.0,121.44,103.52,284.18,68.53,26.42,11.84,55.52,35.03,31.4,112.87,464.43,236.3,22.68,196.56,12.02,192.58,422.03,73.1,259.88,65.85,51.59,40.8,140.78,136.0,79.12,92.29,103.36,7.89,33.83,25.03,34.55,38.06,14.39
2013-03-05,71.75,22.54,34.73,12.76,22.93,19.32,134.92,3.35,9.3,6.03,11.21,5.88,66.35,436.13,46.21,123.19,5.58,64.5,58.53,133.02,250.39,27.32,208.5,185.5,245.08,26.25,133.07,95.84,74.1,70.86,397.02,4.52,246.9,120.04,104.94,76.54,70.08,12.14,58.96,78.97,28.84,97.21,39.21,125.21,22.21,67.88,15.01,6.36,127.72,473.15,58.43,32.61,107.45,124.41,404.07,388.41,196.42,71.0,38.66,111.96,96.67,70.94,31.15,20.81,49.55,42.96,71.33,51.34,46.49,274.56,114.83,165.65,152.08,131.36,39.7,50.85,353.71,868.98,25.7,215.9,68.08,352.76,255.79,183.66,108.19,58.52,149.69,26.73,17.22,46.52,36.66,21.26,30.34,6.1,1026.51,342.93,41.14,48.49,70.39,7.76,178.06,37.1,111.01,75.4,136.15,436.34,311.69,63.71,640.01,54.2,121.19,89.08,56.13,62.65,249.12,41.74,66.18,48.3,29.32,40.42,128.21,603.48,14.23,114.0,15.68,80.34,66.2,10.8,20.12,20.34,9.98,14.94,2.61,24.88,10.11,6.99,35.1,2.78,5.88,8.42,5.81,15.65,7.84,42.8,8.32,12.28,5.95,13.28,6.12,13.63,5.0,5.01,17.79,3.6,10.38,2.52,30.35,8.1,6.0,7.59,10.16,8.1,29.29,5.67,14.98,3.77,8.84,9.49,7.21,5.41,40.3,8.97,1277.56,1130.81,48.44,145.31,106.69,264.55,157.59,292.25,131.82,127.58,201.01,6.31,25.33,446.34,93.17,99.57,41.02,165.41,465.67,140.54,65.73,32.96,776.58,84.1,718.98,99.89,96.74,130.09,313.08,51.13,16.98,107.18,1375.29,23.31,129.59,52.57,21.43,28.92,10.55,16.44,52.84,101.08,125.98,100.66,77.63,40.81,22.8,126.14,110.95,21.53,132.07,102.63,53.12,352.75,176.92,107.44,38.38,301.78,77.62,62.97,60.05,23.09,125.69,236.52,70.89,55.28,171.23,304.87,541.45,431.62,71.51,129.09,104.12,294.28,73.26,26.34,12.5,55.11,35.56,31.58,116.44,482.51,253.82,22.91,202.86,12.02,193.8,431.72,71.84,267.24,67.77,52.15,41.68,147.02,136.7,80.5,98.11,110.16,8.33,34.49,25.6,34.17,38.7,14.94
2013-03-06,71.99,22.8,36.05,12.81,23.43,19.37,139.22,3.4,9.34,6.25,11.35,6.03,65.99,432.3,46.51,124.24,5.71,65.66,61.77,136.59,249.64,27.54,208.9,185.42,253.89,26.55,140.3,97.33,77.04,70.38,396.89,4.6,241.38,121.22,105.85,76.47,70.26,12.14,59.96,80.17,29.02,97.3,39.63,131.24,22.27,70.08,15.13,6.44,129.72,464.88,58.74,32.74,107.51,129.63,397.83,393.63,196.21,72.13,38.88,111.24,96.99,72.62,31.54,20.95,50.39,42.88,71.75,51.5,47.66,278.04,115.52,168.35,152.48,134.01,41.36,51.46,350.65,879.3,25.63,218.65,68.04,352.16,258.01,186.28,109.72,59.15,161.85,27.88,17.2,46.9,38.39,21.29,33.27,6.1,1034.91,340.84,41.9,49.45,70.93,7.94,177.8,37.1,118.27,74.74,140.74,431.54,315.98,65.48,670.81,55.74,124.67,90.38,56.62,65.49,246.52,43.66,67.19,50.05,29.32,41.64,132.0,611.96,14.23,115.46,15.91,80.14,66.45,10.8,19.79,20.52,10.06,14.98,2.63,24.97,10.11,6.97,35.34,2.8,6.04,8.88,5.86,15.56,7.71,43.66,8.34,12.32,6.03,14.15,6.18,13.78,5.12,5.05,17.87,3.63,10.44,2.55,30.5,8.11,6.03,7.6,10.2,8.13,28.87,5.67,15.27,3.77,9.1,9.73,7.25,5.41,41.79,9.32,1294.99,1156.57,48.98,145.61,105.78,266.36,155.28,298.26,134.63,139.16,200.68,6.71,25.75,443.47,92.71,104.63,41.53,165.41,470.71,140.54,65.73,33.26,772.17,82.81,732.08,98.55,101.27,134.95,311.7,54.52,17.02,108.18,1360.1,23.07,128.95,53.01,21.65,28.87,11.61,16.4,52.43,99.86,125.03,99.8,77.4,40.97,22.82,129.29,113.6,21.26,128.58,98.56,54.63,358.72,178.44,108.91,38.63,299.15,78.19,62.57,60.59,22.87,125.61,241.22,71.19,55.88,174.39,308.25,570.61,425.92,69.81,130.35,103.7,288.28,77.14,27.62,12.46,54.03,35.93,31.36,119.89,482.51,269.3,23.12,209.85,12.02,196.22,432.86,71.3,267.24,68.94,52.15,42.62,149.86,141.28,79.66,98.78,115.36,8.45,36.43,25.41,34.36,42.49,14.95
2013-03-07,69.89,21.45,35.89,12.88,23.58,18.77,137.26,3.39,9.3,6.25,11.41,5.94,64.33,429.62,45.38,124.45,5.63,65.47,61.16,131.45,245.97,27.1,202.16,181.35,248.23,26.31,136.39,95.96,74.52,69.06,393.09,4.51,230.04,125.21,102.52,75.03,70.44,12.14,58.57,78.86,28.8,96.84,40.53,126.3,22.33,67.88,15.11,6.43,125.08,454.01,59.2,32.99,104.73,128.03,390.89,397.19,194.21,67.74,37.36,111.96,98.94,71.67,31.75,20.77,47.73,43.33,71.86,56.0,49.77,278.2,114.48,162.56,153.96,135.54,40.34,50.93,325.46,910.18,25.5,214.85,68.96,353.46,257.2,186.6,110.06,58.82,159.39,27.16,16.8,46.98,37.01,21.03,35.54,6.1,1064.32,343.28,42.0,48.62,70.54,7.79,174.25,37.1,116.3,76.88,138.79,421.1,312.61,64.2,677.4,55.5,130.79,88.76,56.19,64.54,238.54,43.39,67.24,49.99,32.18,41.85,128.68,601.66,14.23,114.0,15.87,80.66,67.96,10.8,19.3,21.28,9.8,14.41,2.65,25.11,9.88,7.07,36.32,2.79,5.96,8.85,5.93,15.35,7.2,42.3,8.36,11.91,6.11,13.79,6.23,13.88,5.07,5.02,17.61,3.52,10.37,2.58,30.26,8.21,6.02,7.41,10.4,7.85,28.3,5.56,15.18,3.74,8.92,9.93,7.34,5.26,40.77,9.2,1267.22,1162.52,53.89,144.54,106.57,268.84,153.63,303.66,132.29,143.26,201.33,6.86,25.86,446.34,94.06,104.52,41.65,165.64,455.85,141.02,65.86,33.24,768.14,81.91,736.31,93.15,102.09,122.42,302.69,53.83,17.06,108.68,1335.24,23.24,136.12,52.3,21.59,29.16,11.65,16.2,53.91,101.84,126.67,94.91,76.11,41.17,22.64,127.4,115.83,20.67,123.09,99.34,53.68,363.85,178.57,107.75,38.71,294.57,79.53,63.97,60.37,23.18,123.58,237.34,72.14,54.51,169.02,297.2,556.84,408.1,69.1,129.23,101.96,291.85,74.46,27.11,12.22,54.11,36.48,30.87,120.76,461.47,269.18,23.43,209.2,12.02,199.68,411.38,70.06,254.4,67.59,50.79,41.96,145.3,135.0,79.7,96.77,116.86,8.37,35.7,23.79,33.72,42.6,14.91
2013-03-08,69.59,21.55,36.1,13.37,23.32,18.93,139.35,3.37,9.33,6.14,11.52,5.97,63.36,427.33,46.11,124.56,5.6,65.94,62.03,128.46,243.33,26.71,201.19,179.31,245.39,26.1,137.36,97.61,73.26,67.9,394.07,4.51,230.5,123.33,107.51,74.39,70.08,12.14,57.52,79.52,28.51,97.3,41.19,125.8,21.9,69.43,15.05,6.38,122.87,458.27,60.82,33.84,100.69,127.16,390.89,387.57,193.55,66.33,37.28,112.67,97.25,69.63,31.59,20.31,44.82,43.08,71.02,55.84,49.16,278.53,113.27,159.22,151.89,133.58,41.03,49.52,324.59,911.44,25.66,211.41,67.68,350.16,256.73,183.99,109.89,58.49,159.26,26.16,16.79,46.78,36.86,21.0,34.2,6.1,1123.13,343.28,41.07,47.98,68.82,7.57,174.77,37.1,117.24,75.4,136.98,419.12,314.14,63.59,666.41,56.43,130.02,90.22,56.43,65.28,232.41,42.84,66.67,49.6,30.95,41.01,127.74,583.88,14.23,113.58,15.84,79.88,67.26,10.8,18.64,21.0,9.65,14.56,2.65,25.14,10.16,6.9,35.82,2.78,5.95,8.7,5.93,14.94,7.23,41.83,8.29,11.96,6.1,13.49,6.17,13.98,5.0,5.05,17.63,3.52,10.4,2.58,29.78,8.14,5.97,7.04,10.25,7.81,28.47,5.58,15.26,3.75,8.91,9.93,7.16,5.26,40.0,9.3,1219.31,1137.75,52.45,142.69,104.63,268.84,152.31,298.26,132.75,145.48,201.01,6.73,27.09,444.91,93.9,103.11,41.37,165.64,450.62,139.82,65.16,33.03,750.77,80.47,729.66,92.67,99.71,119.6,294.14,54.52,17.14,107.81,1341.68,22.64,135.56,51.76,21.59,28.87,11.33,16.21,54.82,98.42,129.13,94.48,74.37,41.17,22.1,129.03,111.93,20.87,125.78,96.28,53.6,359.55,175.33,106.82,38.58,290.39,78.38,62.77,60.43,22.58,121.04,238.39,71.89,53.1,174.15,295.17,559.27,410.95,69.71,124.18,101.84,289.27,72.34,26.68,12.21,53.11,36.23,30.78,115.77,457.31,263.3,23.03,207.74,12.02,196.58,417.01,70.06,254.0,65.88,49.59,42.72,141.06,133.56,80.37,95.39,113.56,8.18,34.5,23.58,32.51,39.52,14.65
2013-03-11,68.15,22.38,35.66,13.25,22.99,18.73,135.17,3.35,9.31,6.33,11.46,5.88,63.15,422.35,45.41,126.56,5.55,64.73,61.67,130.31,243.05,26.32,198.83,179.15,240.67,26.1,138.15,96.01,73.58,66.98,385.35,4.47,230.65,120.51,110.85,74.87,70.17,12.14,57.74,78.32,28.37,96.75,41.43,128.27,21.84,69.92,15.07,6.3,126.66,468.43,59.85,34.21,101.05,127.38,390.2,388.2,191.76,66.73,35.83,114.76,95.63,67.16,31.04,20.15,46.03,43.37,71.65,54.95,49.37,284.33,112.92,159.49,152.28,133.58,40.8,51.2,328.31,916.42,26.0,214.1,67.9,350.56,251.57,182.52,109.55,57.77,160.76,26.14,16.74,46.04,36.88,20.87,35.31,6.1,1139.94,340.5,41.27,47.72,69.21,7.55,174.77,37.1,118.27,75.81,135.73,421.1,308.93,62.67,662.01,55.74,126.11,88.76,56.01,65.38,229.81,42.84,65.24,49.66,30.9,41.62,129.39,587.12,14.23,113.16,15.77,78.78,66.25,10.8,18.74,20.94,9.71,14.44,2.64,24.92,10.02,6.83,35.32,2.75,5.86,8.65,5.87,15.05,7.25,40.49,8.28,11.97,6.09,13.69,6.11,13.7,5.04,5.07,17.51,3.48,10.4,2.55,30.55,8.07,5.94,7.19,10.05,7.68,28.32,5.57,16.32,3.75,8.76,9.97,7.06,5.26,39.11,10.22,1206.78,1152.61,51.01,141.0,105.7,268.51,151.98,301.56,132.29,149.81,204.6,6.91,25.86,441.08,92.52,104.99,41.02,165.41,464.75,138.74,64.66,32.68,746.74,79.49,719.59,90.72,98.03,122.89,291.7,53.14,16.9,106.99,1345.83,22.61,130.57,49.67,21.48,28.82,11.42,16.06,54.73,97.59,18.39,94.74,72.62,41.02,22.06,129.7,111.09,20.42,125.43,94.12,52.96,355.39,172.53,106.82,38.4,293.79,78.09,61.45,59.83,22.75,123.41,230.47,70.84,54.6,173.92,300.7,561.7,425.92,71.23,126.84,101.06,295.27,72.37,25.8,12.06,55.48,36.35,30.69,115.94,472.75,262.1,23.04,204.51,12.02,191.95,417.55,68.58,258.4,67.86,50.55,42.8,143.9,135.8,81.07,98.88,115.48,8.19,34.28,23.86,32.55,39.27,14.78
2013-03-12,67.07,22.05,35.4,13.46,22.93,18.13,129.26,3.31,9.27,6.38,11.62,5.87,62.55,432.69,44.68,126.67,5.51,62.31,59.66,124.8,240.41,26.65,194.69,172.89,236.26,25.46,133.26,95.27,71.58,66.26,376.02,4.4,219.93,118.22,106.76,72.58,68.44,12.14,54.8,78.76,27.8,95.84,41.27,124.62,21.72,68.06,14.95,6.24,121.08,462.99,60.58,33.16,100.63,123.18,380.6,383.6,188.96,64.88,35.51,116.19,94.65,64.83,31.26,20.03,45.94,43.0,71.12,55.02,48.62,281.52,110.84,155.89,150.6,130.59,38.78,50.54,314.52,902.37,25.23,213.21,66.36,344.66,248.95,178.59,109.89,58.37,163.08,25.82,16.08,45.64,35.22,20.61,34.22,6.1,1116.13,341.54,40.74,46.89,68.51,7.4,169.25,37.1,114.72,74.18,132.25,409.81,305.86,60.78,677.4,54.05,128.85,86.16,54.87,63.7,228.51,41.74,64.23,48.82,29.58,40.98,129.87,593.38,14.23,110.44,15.66,77.61,65.55,10.8,18.55,20.46,9.49,13.91,2.61,24.81,9.68,6.8,34.71,2.69,5.78,8.66,5.66,14.78,6.98,39.32,8.49,11.85,5.92,13.19,6.0,13.28,4.9,4.97,17.34,3.45,10.48,2.51,30.67,7.99,5.9,7.25,9.83,7.36,28.32,5.56,16.01,3.75,8.44,10.27,7.15,5.19,38.16,10.38,1157.24,1163.51,53.63,139.62,106.11,265.7,150.33,298.56,126.2,145.37,204.27,6.73,24.23,442.99,91.29,101.7,41.21,164.25,461.36,140.18,64.85,31.88,733.4,80.31,712.13,91.38,95.76,116.94,287.73,53.14,16.65,106.93,1332.02,22.61,134.51,47.53,21.37,28.29,11.15,15.85,53.34,97.28,18.39,91.65,71.79,40.5,21.78,126.65,106.36,20.15,121.19,97.67,52.09,352.2,166.39,103.27,38.2,287.88,76.66,59.61,58.5,22.51,120.46,233.91,69.99,52.05,169.57,286.26,547.93,415.72,69.89,121.23,97.58,290.33,68.89,25.82,11.7,56.65,35.48,29.75,111.72,472.59,254.9,22.04,196.41,12.02,187.54,400.85,66.2,260.4,67.89,48.75,41.34,140.9,131.18,79.41,96.13,109.76,8.37,32.83,23.21,24.96,37.09,15.37
2013-03-13,66.83,21.32,34.64,13.39,22.62,18.15,129.76,3.26,9.23,6.13,11.62,5.76,61.21,423.88,43.92,122.03,5.41,62.17,57.56,126.84,233.54,25.98,198.67,170.85,230.27,25.36,129.35,92.48,70.53,64.66,381.05,4.31,213.65,118.69,103.43,71.1,67.43,12.14,53.58,76.47,27.4,98.94,41.07,123.13,21.29,67.3,14.81,6.18,116.23,458.5,63.04,31.96,99.48,119.78,378.52,380.26,186.18,64.8,35.41,116.57,96.08,65.12,31.13,19.81,45.73,42.4,68.07,55.05,48.69,283.67,109.45,154.84,150.8,130.93,38.47,48.42,316.05,910.05,24.47,213.48,67.02,346.36,250.09,173.69,114.98,56.69,156.8,25.8,15.64,45.55,34.12,20.51,32.03,6.1,1088.12,338.41,40.02,46.13,66.63,7.38,166.36,37.1,111.01,70.31,129.74,402.19,301.88,60.11,668.61,53.35,132.06,85.35,54.5,62.23,222.76,41.74,63.29,48.17,28.66,39.56,127.5,576.81,14.23,108.14,15.61,76.38,65.8,10.8,17.9,20.4,9.44,13.75,2.58,24.64,9.52,6.6,35.0,2.66,5.65,8.35,5.53,14.78,6.97,39.28,8.87,11.85,5.61,12.87,5.85,12.93,4.73,4.88,17.58,3.4,10.38,2.48,30.11,8.0,5.87,7.05,9.88,7.2,27.85,5.56,16.2,3.72,8.28,10.09,6.99,5.13,38.24,10.54,1177.38,1136.76,52.61,138.24,102.48,258.12,145.72,305.17,120.82,141.39,198.39,6.56,24.83,432.94,87.72,100.76,40.38,162.63,457.87,138.38,63.22,31.86,733.01,79.37,710.93,90.88,99.12,115.84,286.05,52.11,16.98,108.37,1302.56,21.76,133.45,52.03,21.32,28.05,11.19,15.5,52.6,94.63,18.39,87.79,71.1,39.87,21.19,125.47,104.97,19.51,122.29,94.73,51.21,353.17,162.24,99.4,38.66,283.15,76.57,59.81,58.91,21.88,119.09,237.49,70.49,51.57,168.78,288.4,534.16,418.79,68.42,119.26,93.5,287.37,71.45,25.59,11.69,54.23,35.48,29.93,109.26,477.47,256.7,21.59,188.92,12.02,189.17,404.38,68.3,255.6,66.69,47.67,40.08,145.06,129.42,78.86,98.21,111.72,8.06,31.89,23.04,24.96,36.51,15.53
2013-03-14,68.03,21.01,34.64,13.09,22.57,18.24,130.74,3.23,9.22,6.03,11.58,5.76,61.01,422.74,43.92,121.6,5.41,59.57,57.71,130.5,235.05,25.93,197.45,174.11,232.79,25.19,128.96,92.31,67.17,64.74,372.7,4.32,216.4,121.1,103.43,71.34,66.25,12.14,53.8,76.69,27.37,98.67,44.61,122.64,21.17,67.98,14.77,6.4,116.02,471.03,62.76,32.09,99.36,117.83,384.88,384.85,194.6,64.55,34.53,114.67,98.29,64.83,30.69,19.57,45.55,42.52,67.96,56.92,49.6,283.5,109.97,163.98,148.23,129.06,40.2,49.25,327.0,887.3,24.57,225.47,67.93,340.86,243.85,177.12,116.34,55.97,154.34,26.03,15.63,45.36,34.38,20.51,32.4,6.1,1092.32,343.28,39.95,46.19,66.94,7.39,169.91,37.1,110.77,70.26,130.3,403.04,305.25,61.03,668.61,54.35,126.58,85.51,54.5,61.6,221.65,41.74,63.55,48.04,29.17,39.31,132.0,594.59,14.23,108.35,15.57,77.23,66.4,10.8,17.92,20.5,9.45,13.76,2.64,24.55,9.67,6.68,35.45,2.67,5.68,8.61,5.6,14.78,6.92,39.3,8.72,11.89,5.57,12.94,5.92,12.93,4.69,4.89,17.73,3.41,10.39,2.47,30.3,7.98,5.84,7.16,10.04,7.2,28.25,5.59,15.81,3.74,8.27,9.79,7.11,5.16,37.99,10.22,1154.51,1121.89,52.13,136.09,102.19,256.47,145.72,299.76,121.29,151.69,200.35,6.58,24.58,432.94,87.15,101.85,40.35,162.39,470.62,136.94,63.28,31.68,758.25,78.55,701.66,90.92,96.71,118.66,294.6,51.94,16.82,106.75,1320.97,21.36,129.94,51.27,21.26,27.71,11.15,15.45,52.02,94.47,18.39,87.02,71.6,39.61,21.12,125.13,104.55,20.01,123.59,98.2,51.53,351.92,159.78,99.71,38.07,279.75,75.8,60.29,58.05,21.97,124.86,235.25,71.29,53.18,170.84,285.58,534.16,433.04,67.88,123.33,93.56,299.82,73.85,25.41,11.67,54.53,34.64,29.93,109.93,498.35,263.0,21.44,191.84,12.02,181.82,425.38,70.88,265.6,66.96,47.77,39.92,152.9,134.5,81.94,100.67,122.88,7.99,33.77,23.28,24.96,36.75,15.38
