Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600058.SS,600060.SS,600062.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600096.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600123.SS,600143.SS,600150.SS,600153.SS,600157.SS,600160.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600216.SS,600219.SS,600221.SS,600252.SS,600256.SS,600259.SS,600266.SS,600267.SS,600271.SS,600276.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600376.SS,600383.SS,600395.SS,600403.SS,600406.SS,600415.SS,600436.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600528.SS,600535.SS,600546.SS,600547.SS,600549.SS,600582.SS,600583.SS,600585.SS,600588.SS,600597.SS,600598.SS,600600.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600694.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600811.SS,600827.SS,600832.SS,600837.SS,600839.SS,600859.SS,600863.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600970.SS,600971.SS,600997.SS,600999.SS,601001.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601099.SS,601101.SS,601106.SS,601111.SS,601117.SS,601118.SS,601139.SS,601158.SS,601166.SS,601168.SS,601169.SS,601186.SS,601231.SS,601238.SS,601258.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601918.SS,601928.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000024.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000423.SZ,000425.SZ,000528.SZ,000536.SZ,000538.SZ,000562.SZ,000568.SZ,000581.SZ,000596.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000656.SZ,000686.SZ,000703.SZ,000709.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000758.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000895.SZ,000933.SZ,000937.SZ,000960.SZ,000961.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002069.SZ,002081.SZ,002106.SZ,002129.SZ,002142.SZ,002146.SZ,002155.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002269.SZ,002294.SZ,002299.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002415.SZ,002422.SZ,002431.SZ,002450.SZ,002456.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ
2013-08-19,59.34,7.28,35.15,10.93,20.23,16.89,126.68,3.32,8.47,4.43,9.8,4.53,52.99,305.24,40.86,123.84,5.4,13.56,63.21,112.6,303.06,4.02,240.0,197.14,269.64,20.53,151.04,87.17,76.05,50.58,375.4,3.29,221.15,91.6,87.22,57.72,73.27,134.12,40.65,64.19,26.75,87.81,27.79,119.87,21.36,64.4,11.97,6.27,172.42,352.29,43.69,31.24,98.46,138.17,424.54,423.73,249.42,65.68,46.59,178.26,69.53,101.23,24.37,19.47,48.98,40.25,77.75,38.19,51.97,375.25,101.3,187.23,102.46,105.73,65.24,49.8,443.06,899.62,22.02,278.19,49.88,234.26,215.28,114.48,129.58,54.14,216.38,36.73,15.29,52.29,72.18,19.66,13.5,32.57,1049.33,335.97,42.54,42.99,93.71,8.19,173.85,142.12,167.11,75.4,182.23,407.56,320.58,92.04,560.82,129.69,79.59,76.26,51.31,63.6,221.46,47.78,52.32,32.4,26.47,29.25,131.34,731.95,50.8,97.9,15.52,66.34,49.08,22.63,15.57,15.77,8.96,12.75,2.29,20.5,11.43,5.52,25.75,2.06,4.55,8.18,4.76,12.47,6.67,34.71,7.05,10.63,5.41,20.39,8.15,5.31,4.53,4.39,17.25,3.05,9.7,2.04,34.24,6.3,4.53,5.94,5.32,10.68,23.9,5.59,11.48,3.67,4.46,11.51,5.38,4.36,52.95,7.85,923.87,1056.49,63.11,164.51,28.2,233.88,169.47,236.7,160.37,210.54,215.7,6.13,42.53,298.0,78.2,144.18,26.02,148.7,412.92,98.91,50.39,51.68,989.52,79.84,567.1,76.06,66.81,151.55,254.58,61.31,12.64,73.76,1407.97,21.15,123.96,36.65,18.62,28.72,10.46,13.35,53.09,94.78,111.49,77.24,60.97,35.92,18.91,91.37,165.94,33.63,171.14,110.21,59.41,301.26,137.17,85.96,27.2,303.74,66.06,8.95,40.46,22.69,125.21,238.61,50.95,47.28,164.68,315.25,586.81,479.3,68.37,217.19,85.16,284.45,53.3,34.54,9.76,15.64,25.25,29.88,164.54,680.11,452.05,17.76,202.57,23.67,132.84,389.55,70.4,363.67,89.85,48.57,43.76,174.54,106.76,77.6,134.72,182.14,6.63,53.92,34.28,43.27,65.19,13.06
2013-08-20,59.7,7.28,34.82,10.79,20.13,16.93,126.44,3.33,8.42,4.45,9.68,4.43,52.02,302.56,40.56,121.41,5.31,13.56,61.57,111.22,312.89,4.02,245.04,194.13,266.18,20.21,150.85,84.89,75.73,49.9,368.53,3.24,221.55,89.49,86.92,57.33,71.72,131.41,40.21,62.78,26.49,88.09,27.27,118.19,21.0,63.57,11.81,6.21,167.15,349.81,43.69,30.44,97.85,140.12,420.22,421.02,253.9,65.92,45.51,180.35,67.65,97.88,23.77,19.13,48.27,39.33,74.7,37.5,50.84,370.38,101.3,183.97,99.4,102.04,65.27,48.85,436.05,892.37,22.42,278.31,48.34,228.86,210.38,113.01,129.58,53.45,226.63,37.54,15.15,51.95,71.12,19.57,13.5,32.52,1042.33,333.53,42.04,42.55,93.08,8.31,170.04,140.96,170.9,74.28,179.73,404.73,313.22,92.58,556.42,130.68,76.88,75.61,51.55,63.17,214.78,46.68,51.83,32.01,26.01,28.84,130.21,723.26,49.81,95.18,15.33,66.53,48.17,22.45,15.31,15.49,9.26,12.66,2.27,20.26,11.47,5.47,25.17,2.04,4.41,8.32,4.67,12.26,6.67,35.29,6.92,10.76,5.49,21.15,8.59,5.31,4.6,4.39,18.06,3.04,9.61,2.02,34.34,6.19,4.44,5.95,5.32,11.1,24.2,5.55,11.33,3.62,4.46,11.17,5.42,4.32,52.68,7.71,942.17,1036.67,62.06,162.51,28.2,232.23,167.49,231.0,160.37,211.95,214.39,6.0,45.35,293.7,75.7,141.41,25.64,147.31,414.76,97.47,49.83,51.05,975.51,79.53,562.06,74.12,66.36,149.35,251.53,60.67,12.44,71.64,1407.97,20.85,123.05,36.56,18.51,27.61,10.41,13.25,52.76,95.01,108.76,76.46,60.05,35.87,18.8,89.96,170.82,34.38,169.44,109.19,59.1,299.73,135.55,84.18,26.74,310.24,64.25,42.93,39.57,21.86,123.61,234.73,50.45,47.43,161.12,309.72,600.58,480.16,67.94,215.79,87.38,288.55,52.01,34.61,9.7,61.22,24.36,29.52,158.29,691.79,447.08,17.64,200.38,23.69,129.6,386.79,69.8,365.18,89.46,47.89,43.72,176.54,104.3,76.53,131.98,187.98,6.56,55.51,33.75,42.61,64.27,12.97
2013-08-21,59.34,23.42,35.98,10.86,20.13,16.77,125.33,3.32,8.41,4.45,9.68,4.41,52.34,302.18,40.22,118.36,5.3,13.56,61.77,107.89,310.86,4.02,238.38,194.37,265.55,20.37,157.1,83.74,75.31,50.34,374.67,3.23,218.19,91.02,87.07,57.99,71.36,133.39,40.59,62.89,26.45,89.18,27.81,119.57,20.69,63.75,11.97,6.15,167.78,349.45,43.69,30.19,97.97,142.8,417.93,417.67,251.84,65.72,46.82,173.74,68.56,96.57,23.81,19.43,48.16,39.39,74.28,37.97,51.08,372.47,102.86,184.93,99.89,102.8,64.15,49.59,436.05,897.39,22.55,272.8,48.64,230.96,211.39,113.67,129.41,52.49,227.72,36.35,15.48,52.42,69.16,19.6,13.5,32.43,1049.33,332.49,41.81,42.8,92.38,7.82,172.54,144.79,169.32,73.97,178.89,407.27,314.14,91.49,552.02,128.0,77.18,76.26,52.33,64.12,216.45,46.95,52.16,31.81,26.62,29.02,130.21,711.34,49.65,97.69,15.37,65.95,48.88,22.73,15.44,15.73,9.17,12.59,2.27,20.25,11.37,5.48,25.67,2.04,4.39,8.27,4.72,12.34,6.63,34.8,6.93,10.65,5.46,22.69,8.52,5.31,4.62,4.38,18.63,3.02,9.63,2.01,34.72,6.25,4.43,6.01,5.32,11.15,24.1,5.55,11.37,3.61,4.46,10.99,5.43,4.3,54.7,7.77,934.33,1020.81,63.11,165.43,28.2,230.25,169.47,231.9,160.61,209.49,208.84,6.0,44.73,293.7,75.4,142.68,25.54,147.54,409.99,97.47,49.76,53.01,989.33,79.84,562.46,72.48,67.28,151.23,252.6,59.24,12.48,72.08,1362.4,20.58,124.17,37.01,18.51,27.95,10.46,13.34,52.76,95.16,109.73,76.98,60.14,36.03,18.91,89.96,166.5,34.15,172.24,108.82,60.05,300.29,136.29,84.03,26.92,310.98,65.39,44.29,40.49,21.53,124.06,237.12,50.8,46.13,158.59,314.68,648.37,469.04,67.43,210.31,88.04,287.29,53.21,34.57,9.65,59.89,24.56,29.43,157.45,42.98,455.83,17.57,203.61,23.87,130.08,387.63,68.88,356.08,87.33,48.61,43.92,186.38,105.3,76.57,130.49,184.58,6.57,55.24,33.85,42.58,63.63,13.05
2013-08-22,59.28,22.85,35.91,10.75,20.05,16.81,125.7,3.27,8.4,4.41,9.63,4.37,51.98,301.41,40.16,117.2,5.28,13.56,60.95,107.99,308.99,4.02,238.54,189.98,281.29,20.32,160.23,84.03,74.57,49.78,363.61,3.2,214.82,90.61,86.77,57.06,70.81,130.68,39.98,62.56,26.36,92.92,27.37,121.45,20.63,64.17,11.97,6.07,170.95,343.43,43.69,29.86,102.38,142.44,426.58,411.82,254.66,65.44,46.53,172.46,67.97,98.32,23.71,19.11,49.03,39.09,73.75,37.69,49.44,381.05,102.34,185.18,98.71,101.28,64.36,49.43,447.22,899.2,22.25,282.09,47.91,226.66,207.03,123.15,129.58,52.43,222.53,36.35,15.39,51.99,72.79,19.53,13.5,31.85,1049.33,331.79,41.71,42.42,91.75,7.7,171.22,144.99,163.24,74.13,184.04,404.45,310.77,90.63,547.62,129.38,75.89,75.61,52.58,64.75,216.26,45.31,51.72,31.62,26.57,29.1,127.18,719.62,49.25,98.11,15.28,65.56,48.27,22.39,15.51,15.41,9.13,12.58,2.26,20.21,11.51,5.47,25.33,2.03,4.34,8.26,4.7,12.28,6.5,34.84,6.9,10.6,5.33,22.76,8.47,5.31,4.53,4.35,18.34,3.0,9.61,2.01,34.41,6.16,4.4,6.06,5.32,11.43,23.86,5.54,11.27,3.59,4.46,10.99,5.22,4.29,60.12,7.65,937.81,1018.83,62.37,162.82,28.2,229.1,168.81,229.5,158.5,211.36,205.58,6.03,44.75,293.22,75.86,156.84,25.23,147.31,413.11,97.11,49.13,52.71,1045.18,79.14,565.28,73.63,67.25,148.1,250.31,60.56,12.32,71.58,1363.32,20.74,123.05,38.43,18.4,27.95,10.23,13.26,51.94,93.18,107.0,77.07,59.73,35.77,18.77,89.22,169.56,33.94,170.44,104.02,60.77,299.32,135.72,86.27,26.67,305.51,64.15,43.85,39.57,21.21,123.55,234.73,51.1,45.24,160.02,314.8,643.51,479.3,67.2,213.89,86.18,287.29,53.3,35.34,9.66,58.81,24.26,29.23,163.8,42.98,468.68,17.61,202.4,23.89,129.1,385.48,68.88,353.79,86.13,47.77,43.36,188.38,102.7,77.3,134.29,185.38,6.46,54.68,35.26,43.35,66.57,12.84
2013-08-23,59.16,22.41,36.29,10.63,19.84,16.67,123.98,3.53,8.35,4.32,9.57,4.37,51.49,300.26,38.99,118.46,5.21,13.56,59.05,108.61,305.6,20.77,251.53,194.45,287.28,20.19,157.88,83.06,75.41,48.7,357.97,3.23,216.6,89.25,85.86,56.06,69.8,129.78,39.71,61.91,27.18,92.19,26.85,120.96,20.21,64.92,11.91,6.07,168.41,346.26,43.69,29.53,102.08,141.06,437.39,408.89,261.11,66.25,46.25,177.17,67.13,96.13,23.94,18.85,47.88,39.03,73.44,37.34,49.63,365.28,101.47,184.05,98.12,101.39,63.35,47.89,454.44,889.48,21.79,285.68,47.17,226.06,205.35,121.52,125.33,52.79,218.16,35.87,15.72,51.0,75.76,19.53,13.5,31.8,1059.13,330.4,43.13,42.16,92.45,7.74,170.56,141.36,160.09,73.46,175.41,395.99,310.16,89.78,547.62,135.45,75.55,76.91,52.88,67.28,212.37,45.31,51.18,31.03,26.57,28.61,127.18,711.95,50.87,100.2,15.3,64.85,47.42,22.17,15.38,15.19,9.25,12.42,2.26,20.28,11.89,5.41,25.14,2.02,4.36,8.03,4.76,12.14,6.52,34.16,6.81,10.47,5.29,23.31,8.46,5.31,4.45,4.34,18.61,2.97,9.56,1.99,34.16,6.14,4.38,6.02,7.79,12.54,23.58,5.52,11.12,3.58,4.46,10.73,5.22,4.3,66.08,7.54,909.06,1016.85,62.19,158.36,28.2,223.49,170.45,226.79,157.1,207.38,200.68,5.93,45.75,288.91,74.78,161.59,25.0,146.14,408.61,95.91,48.32,51.55,1057.27,77.65,566.29,71.53,65.8,144.97,246.34,60.96,12.36,70.83,1315.91,20.62,121.5,39.24,18.35,27.71,10.0,13.16,51.61,91.51,105.07,76.21,58.86,35.04,18.7,87.66,175.41,33.22,169.09,104.75,61.4,295.43,133.79,85.8,26.46,303.59,64.44,43.37,38.69,20.97,122.09,231.14,50.4,46.08,164.6,319.54,680.77,485.72,66.57,29.88,90.68,283.65,53.3,35.72,9.55,59.6,23.95,29.19,165.72,705.39,474.94,17.61,204.76,23.47,127.27,380.09,68.24,355.04,87.72,47.25,42.4,185.26,100.2,76.6,134.09,195.66,6.47,53.8,35.96,42.49,65.39,12.62
2013-08-26,61.08,22.7,38.79,10.75,20.07,16.95,126.07,3.81,8.41,4.37,9.68,4.43,53.72,305.62,39.46,120.68,5.26,13.56,61.36,109.46,311.37,20.88,271.59,194.53,290.11,20.38,169.02,85.46,75.62,51.38,363.37,3.35,218.78,91.19,87.07,57.45,71.9,133.03,40.37,63.0,29.51,93.56,27.41,122.64,20.63,64.74,12.05,6.15,170.21,350.52,43.69,30.11,102.14,143.96,435.99,419.97,262.41,68.22,47.68,36.8,69.01,98.46,24.42,20.11,48.55,39.58,75.44,38.07,50.33,366.67,102.34,184.71,100.88,104.21,64.48,48.26,454.22,893.9,22.15,287.79,48.05,230.86,211.25,123.81,128.22,53.96,220.48,35.78,15.71,51.77,75.94,19.86,13.5,33.15,1123.55,334.58,47.1,43.06,92.77,7.71,172.14,142.47,166.08,75.71,183.76,408.68,319.97,95.33,554.22,135.98,76.91,79.18,55.77,69.17,228.14,45.86,52.22,31.52,26.82,29.37,131.34,719.62,52.05,112.53,15.44,65.5,48.32,22.63,16.03,15.47,9.34,12.64,2.33,20.59,12.19,5.57,25.59,2.05,4.43,8.09,4.85,12.49,6.6,35.06,6.95,10.64,5.32,23.69,8.73,5.31,4.49,4.41,18.63,3.01,9.64,2.11,35.18,6.24,4.47,5.91,7.77,12.75,23.84,5.56,11.31,3.6,4.46,10.75,5.22,4.34,70.7,7.77,933.46,1032.71,63.05,160.82,28.2,231.08,172.76,231.9,158.03,215.69,207.21,5.98,45.72,294.66,77.09,163.52,25.74,148.23,408.34,97.71,49.13,50.75,1048.16,81.09,572.33,72.32,66.75,148.41,257.33,62.0,12.48,72.39,1334.32,21.57,128.18,39.5,18.51,28.43,10.09,13.65,52.27,97.59,107.71,77.84,61.25,35.61,19.59,89.18,178.61,33.84,175.18,106.01,61.88,297.79,135.28,87.04,27.05,304.62,67.02,44.65,39.8,21.39,123.69,237.12,51.3,46.93,167.91,324.61,685.63,491.19,68.06,29.88,89.84,287.75,54.1,36.22,9.71,60.64,24.72,30.58,166.19,731.79,483.8,17.99,211.96,23.69,130.39,390.86,70.6,362.11,89.97,47.61,42.92,200.38,102.16,78.45,138.13,196.98,6.71,55.12,35.1,42.3,65.35,13.34
2013-08-27,62.34,22.62,39.39,10.84,20.13,17.0,125.21,4.12,8.42,4.38,9.63,4.55,54.08,306.77,39.33,119.83,5.26,13.56,61.67,108.89,313.06,20.77,273.86,196.08,286.96,20.63,168.44,85.29,75.62,51.62,376.39,3.68,225.3,91.78,87.07,58.63,73.73,134.66,41.04,63.1,30.37,97.57,27.65,124.12,20.69,68.01,12.09,6.3,175.69,350.16,43.69,29.98,103.35,143.09,428.36,423.73,258.15,68.55,47.57,36.8,69.01,101.81,24.48,20.17,50.8,39.58,74.7,38.29,50.33,375.72,103.38,184.55,102.96,104.0,63.56,49.01,444.59,890.23,22.22,285.13,47.91,237.56,214.54,122.99,128.05,53.27,232.51,34.79,15.56,51.32,76.58,20.09,13.5,34.42,1136.15,335.97,51.46,43.19,94.88,7.74,173.33,141.06,163.16,75.09,180.56,410.94,321.81,95.21,556.42,133.14,77.95,79.67,55.77,69.59,229.44,45.58,52.68,31.81,26.82,29.58,133.24,726.9,52.61,121.52,15.33,65.76,48.62,22.63,15.95,15.49,9.36,12.63,2.4,20.4,12.16,5.56,25.83,2.07,4.51,8.39,4.85,12.49,6.57,35.19,6.98,10.64,5.3,23.29,8.56,5.31,4.47,4.4,18.73,3.01,7.99,2.14,34.97,6.27,4.49,5.91,7.8,13.25,23.66,5.54,11.38,3.6,4.46,10.81,5.22,4.3,73.21,7.88,931.71,1023.79,64.09,160.05,28.2,236.02,171.77,233.1,157.57,213.35,208.51,5.95,46.5,294.66,77.01,164.46,25.64,149.16,404.67,98.55,49.76,51.36,1040.38,80.78,587.24,74.61,68.09,147.16,259.78,61.88,12.6,72.95,1329.26,21.71,129.02,39.5,18.51,28.72,10.04,13.69,51.94,96.6,110.78,78.78,61.16,35.25,19.56,89.44,183.9,33.49,172.04,111.96,61.64,302.51,136.39,88.2,27.1,304.62,67.21,44.49,40.33,21.73,125.15,241.9,51.2,46.71,170.6,326.42,687.25,494.53,68.24,29.88,88.7,304.95,54.07,36.15,9.77,60.64,25.07,30.58,162.72,731.79,474.62,18.32,211.27,23.71,131.38,387.39,70.6,352.18,91.59,48.53,42.96,203.66,103.4,78.45,136.25,193.14,6.69,54.31,34.46,42.1,66.17,13.34
2013-08-28,62.64,22.12,41.88,10.79,20.15,16.91,123.73,4.46,8.53,4.36,9.7,4.62,53.31,307.15,10.66,117.09,5.21,13.56,59.82,107.13,306.96,20.44,261.52,191.36,280.03,21.18,161.2,85.86,73.84,51.06,388.54,3.89,245.47,94.31,86.16,60.23,73.73,135.38,41.93,62.45,30.88,96.02,27.79,124.91,20.27,66.81,12.15,6.36,171.79,342.36,43.69,29.51,102.56,140.63,415.26,415.16,263.26,74.59,46.94,36.8,70.12,98.24,24.93,19.83,52.82,38.97,72.91,38.73,50.7,368.3,101.82,180.33,112.84,108.67,60.89,47.79,397.51,875.11,21.89,279.43,48.56,260.56,214.87,121.35,132.8,52.1,218.7,34.01,15.45,50.93,79.56,20.48,13.5,35.14,1245.38,332.49,56.25,42.8,93.86,7.94,175.17,135.77,161.27,76.32,174.16,404.73,318.44,93.5,552.02,133.53,76.26,79.02,57.88,76.02,225.55,46.13,52.32,32.01,26.01,29.76,134.75,718.41,55.69,129.05,15.31,8.4,49.18,22.94,15.74,15.63,9.27,12.53,2.53,20.6,12.27,5.52,26.17,2.1,4.56,8.33,4.99,12.34,6.47,34.84,7.18,10.59,5.29,22.71,8.33,5.31,4.4,4.35,19.2,2.99,9.6,2.35,35.18,6.32,4.86,5.91,7.89,12.74,24.06,5.5,11.62,3.59,4.46,10.67,5.22,4.3,70.05,8.06,909.94,1005.95,62.56,157.75,28.2,246.58,169.79,241.66,158.74,208.9,202.96,5.9,46.75,297.53,75.74,157.87,25.29,148.0,389.99,98.43,49.64,50.8,1028.87,79.53,587.24,73.33,66.67,142.78,263.14,61.36,12.73,75.01,1317.29,21.32,127.12,38.66,18.57,28.24,10.14,13.62,52.02,94.4,111.4,83.41,60.51,35.09,19.31,89.51,180.98,33.08,167.15,114.97,61.64,298.48,133.66,86.65,27.54,301.59,68.26,45.77,40.91,21.28,123.72,241.3,51.8,45.91,166.89,317.28,668.62,477.42,67.91,29.88,87.14,298.34,52.75,35.42,9.68,59.73,27.47,30.71,170.28,704.11,469.98,18.54,201.71,22.89,129.34,375.9,69.04,345.16,87.9,48.69,42.44,199.34,101.86,77.56,130.69,186.58,6.61,52.93,33.25,42.21,63.91,13.08
2013-08-29,62.16,22.05,40.95,10.75,19.97,16.91,123.49,4.83,8.47,4.38,9.68,4.56,53.48,304.47,10.66,118.57,5.21,13.56,59.0,107.89,301.54,20.44,269.32,187.62,281.29,20.89,161.6,84.77,73.31,51.86,381.91,3.69,234.79,91.49,86.16,59.08,74.46,131.59,41.37,62.34,30.37,95.2,27.29,122.74,20.21,67.05,12.01,6.27,171.68,343.07,43.69,29.76,101.05,137.95,416.27,412.65,257.79,72.5,45.88,36.8,68.56,97.3,24.19,20.35,52.94,38.72,73.33,37.5,49.07,362.96,102.51,177.03,110.67,103.67,60.6,47.68,397.29,868.51,22.02,279.24,47.39,259.76,211.25,119.72,132.46,50.45,216.65,34.22,15.52,50.33,76.99,20.25,13.5,34.51,1206.17,333.53,61.54,42.93,94.88,7.76,182.14,131.6,160.01,75.35,179.17,406.71,310.77,96.37,558.62,131.38,77.25,82.59,57.52,75.28,227.4,45.31,52.53,31.62,25.65,30.11,135.13,718.01,53.89,127.59,15.31,8.4,47.92,22.54,15.83,15.23,9.17,12.59,2.59,20.38,12.44,5.57,25.48,2.09,4.49,8.38,4.95,12.37,6.68,34.97,7.02,10.71,5.25,23.32,8.35,5.31,4.38,4.35,18.82,2.99,9.57,2.27,36.25,6.24,4.7,5.91,7.79,12.94,23.98,5.49,11.46,3.59,4.46,10.59,5.22,4.29,70.27,7.96,910.81,1008.92,62.43,155.44,28.2,250.04,167.82,235.05,154.05,210.89,201.33,5.85,47.44,295.13,76.24,159.47,25.19,148.47,390.45,97.83,49.7,49.72,1008.62,80.07,591.47,75.6,67.65,142.15,262.83,60.62,12.52,72.83,1305.32,21.75,127.26,38.93,18.57,28.43,10.0,13.7,52.1,94.63,107.71,81.36,60.7,34.99,19.35,90.15,180.42,33.12,156.82,115.14,60.21,295.71,131.2,87.58,26.9,298.64,65.58,44.53,39.45,21.08,123.75,233.98,51.0,47.82,166.81,324.05,666.19,482.3,68.97,29.88,88.04,292.08,52.07,35.16,9.69,60.06,26.35,30.49,167.41,705.07,461.12,18.2,198.42,22.67,129.55,373.75,68.4,341.1,85.77,49.12,41.4,199.9,106.86,75.64,125.6,191.34,6.63,52.1,33.18,45.8,63.55,13.18
2013-08-30,62.58,21.42,42.23,10.63,20.02,16.95,122.38,5.24,8.68,4.45,9.65,4.62,53.6,305.62,10.66,117.09,5.26,13.56,58.58,106.33,298.49,20.6,260.46,184.28,285.07,20.88,154.37,83.57,75.31,53.14,364.11,3.77,232.22,89.96,88.13,59.59,80.94,128.15,41.2,62.56,32.65,93.38,27.05,123.92,20.39,67.82,11.99,6.41,166.73,334.21,50.48,30.14,100.21,132.88,413.22,410.98,255.91,71.49,44.15,36.8,67.71,93.0,23.8,21.13,51.59,38.6,72.7,37.05,46.54,358.55,105.29,174.63,108.59,100.19,57.1,46.14,381.52,869.9,22.02,273.67,46.37,254.16,205.75,123.97,128.73,50.48,200.12,33.5,15.19,50.95,69.36,21.62,40.64,36.04,1232.78,338.06,67.35,42.8,93.16,7.64,182.4,133.71,157.72,79.68,170.12,409.81,310.46,103.76,563.02,118.32,76.17,82.59,58.48,76.54,232.41,44.48,54.66,31.81,25.55,31.0,132.48,719.42,54.04,142.64,15.44,8.4,47.62,22.27,15.97,15.03,9.14,12.63,2.83,20.36,11.64,5.59,25.22,2.11,4.56,8.23,4.93,12.46,6.69,34.9,6.98,10.88,5.21,21.98,8.13,5.31,4.38,4.36,18.48,3.0,9.48,2.44,37.87,6.21,4.65,5.91,7.7,11.76,23.88,5.51,11.4,3.61,4.46,10.59,5.22,4.29,65.49,7.79,908.19,1006.94,61.2,155.14,28.2,255.48,169.14,230.55,147.5,203.99,200.68,5.85,42.71,295.61,78.12,148.32,25.16,151.95,387.06,99.99,50.39,50.03,1003.92,80.78,583.21,76.88,65.74,135.57,264.21,62.57,12.48,71.14,1319.13,21.18,124.38,39.24,18.68,28.34,9.91,13.82,52.43,95.08,102.96,80.24,60.88,34.99,19.59,91.48,180.01,32.29,152.73,105.97,59.1,295.29,130.99,84.88,26.59,299.01,64.06,43.17,38.72,21.12,121.26,225.32,50.2,46.37,171.78,319.76,681.58,479.22,67.91,29.88,83.9,290.6,49.76,36.52,9.88,59.14,25.84,30.8,159.07,698.51,446.0,18.36,194.1,21.87,127.87,374.59,67.8,345.16,82.95,47.09,40.78,196.78,105.42,73.0,125.84,183.7,6.75,51.94,31.77,41.25,63.73,13.36
