2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
SWY,T,T,TE,TEG,TAP,TAP,SWKS,SWKS,SYK,TDG,SYK,SYY,T,SYY,TAP
SYK,TAP,TAP,TEG,TEL,TDC,TDC,SYF,SYF,SYY,TDY,SYY,T,TAP,T,TDG
SYY,TDC,TDC,TEL,TFC,TE,TDG,SYK,SYK,T,TEL,T,TAP,TDG,TAP,TDY
T,TE,TE,TFC,TGNA,TEL,TEL,SYY,SYY,TAP,TER,TAP,TDG,TDY,TDG,TECH
TAP,TEG,TEG,TGNA,TGT,TFC,TFC,T,T,TDG,TFC,TDG,TDY,TECH,TDY,TEL
TDC,TEL,TEL,TGT,THC,TGNA,TGNA,TAP,TAP,TEL,TFX,TDY,TECH,TEL,TECH,TER
TE,TER,TER,THC,TIF,TGT,TGT,TDG,TDG,TFC,TGT,TECH,TEL,TER,TEL,TFC
TEG,TFC,TFC,TIF,TJX,THC,TIF,TEL,TEL,TFX,TIF,TEL,TER,TFC,TER,TGT
TER,TGNA,TGNA,TJX,TMO,TIF,TJX,TFC,TFC,TGT,TJX,TER,TFC,TFX,TFC,TJX
TFC,TGT,TGT,TMO,TPR,TJX,TMO,TGT,TGT,TIF,TMO,TFC,TFX,TGT,TFX,TKO
TGNA,THC,THC,TPR,TRIP,TMO,TPR,TIF,TIF,TJX,TMUS,TFX,TGT,TJX,TGT,TMO
TGT,TIE,TIF,TRIP,TROW,TPR,TRIP,TJX,TJX,TMO,TPR,TGT,TJX,TMO,TJX,TMUS
THC,TIF,TJX,TROW,TRV,TRIP,TROW,TMO,TMO,TMUS,TROW,TJX,TMO,TMUS,TMO,TPL
TIE,TJX,TMO,TRV,TSCO,TROW,TRV,TPR,TPR,TPR,TRV,TMO,TMUS,TPR,TMUS,TPR
TIF,TMO,TPR,TSN,TSN,TRV,TSCO,TRIP,TRIP,TROW,TSCO,TMUS,TPR,TRGP,TPL,TRGP
TJX,TPR,TRIP,TSS,TSS,TSCO,TSN,TROW,TROW,TRV,TSLA,TPR,TRGP,TRMB,TPR,TRMB
TLAB,TRIP,TROW,TT,TT,TSN,TSS,TRV,TRV,TSCO,TSN,TRMB,TRMB,TROW,TRGP,TROW
TMO,TROW,TRV,TWC,TWC,TSS,TT,TSCO,TSCO,TSN,TT,TROW,TROW,TRV,TRMB,TRV
TPR,TRV,TSN,TWX,TWX,TT,TWX,TSN,TSN,TT,TTWO,TRV,TRV,TSCO,TROW,TSCO
TROW,TSN,TSS,TXN,TXN,TWC,TXN,TSS,TSS,TTWO,TWTR,TSCO,TSCO,TSLA,TRV,TSLA
TRV,TSS,TT,TXT,TXT,TWX,TXT,TT,TT,TWTR,TXN,TSLA,TSLA,TSN,TSCO,TSN
TSN,TT,TWC,TYC,TYC,TXN,UA,TWX,TTWO,TXN,TXT,TSN,TSN,TT,TSLA,TT
TSS,TWC,TWX,UAA,UAA,TXT,UAA,TXN,TWTR,TXT,TYL,TT,TT,TTWO,TSN,TTD
TT,TWX,TXN,UNH,UHS,TYC,UAL,TXT,TXN,UA,UA,TTWO,TTWO,TXN,TT,TTWO
TWC,TXN,TXT,UNM,UNH,UAA,UDR,UA,TXT,UAA,UAA,TWTR,TXN,TXT,TTWO,TXN
TWX,TXT,TYC,UNP,UNM,UAL,UHS,UAA,UA,UAL,UAL,TXN,TXT,TYL,TXN,TXT
TXN,TYC,UAA,UPS,UNP,UHS,ULTA,UAL,UAA,UDR,UDR,TXT,TYL,UAL,TXT,TYL
TXT,UAA,UNH,URBN,UPS,UNH,UNH,UDR,UAL,UHS,UHS,TYL,UAL,UBER,TYL,UAL
TYC,UNH,UNM,USB,URBN,UNM,UNM,UHS,UDR,ULTA,ULTA,UA,UDR,UDR,UAL,UBER
UAA,UNM,UNP,V,URI,UNP,UNP,ULTA,UHS,UNH,UNH,UAA,UHS,UHS,UBER,UDR
UNH,UNP,UPS,VAR,USB,UPS,UPS,UNH,ULTA,UNM,UNM,UAL,ULTA,ULTA,UDR,UHS
UNM,UPS,URBN,VFC,V,URBN,URBN,UNM,UNH,UNP,UNP,UDR,UNH,UNH,UHS,ULTA
UNP,URBN,USB,VIAB,VAR,URI,URI,UNP,UNM,UPS,UPS,UHS,UNP,UNP,ULTA,UNH
UPS,USB,V,VLO,VFC,USB,USB,UPS,UNP,URI,URI,ULTA,UPS,UPS,UNH,UNP
URBN,V,VAR,VMC,VIAB,V,V,URI,UPS,USB,USB,UNH,URI,URI,UNP,UPS
USB,VAR,VFC,VNO,VLO,VAR,VAR,USB,URI,V,V,UNP,USB,USB,UPS,URI
V,VFC,VIAB,VRSN,VMC,VFC,VFC,V,USB,VAR,VAR,UPS,V,V,URI,USB
VAR,VIAB,VLO,VRTX,VNO,VIAB,VIAB,VAR,V,VFC,VFC,URI,VFC,VFC,USB,V
VFC,VLO,VMC,VTR,VRSN,VLO,VLO,VFC,VAR,VLO,VLO,USB,VICI,VICI,V,VICI
VIAB,VMC,VNO,VTRS,VRTX,VMC,VMC,VIAB,VFC,VMC,VMC,V,VLO,VLO,VICI,VLO
VLO,VNO,VRSN,VZ,VTR,VNO,VNO,VLO,VIAB,VNO,VNO,VFC,VMC,VLTO,VLO,VLTO
VMC,VRSN,VTR,WAT,VTRS,VRSK,VRSK,VMC,VLO,VRSK,VNT,VLO,VNO,VMC,VLTO,VMC
VNO,VTR,VTRS,WBA,VZ,VRSN,VRSN,VNO,VMC,VRSN,VRSK,VMC,VRSK,VRSK,VMC,VRSK
VRSN,VTRS,VZ,WDC,WAT,VRTX,VRTX,VRSK,VNO,VRTX,VRSN,VNO,VRSN,VRSN,VRSK,VRSN
VTR,VZ,WAT,WEC,WBA,VTR,VTR,VRSN,VRSK,VTR,VRTX,VRSK,VRTX,VRTX,VRSN,VRTX
VTRS,WAT,WBA,WELL,WDC,VTRS,VTRS,VRTX,VRSN,VTRS,VTR,VRSN,VTR,VTR,VRTX,VST
VZ,WBA,WDC,WFC,WEC,VZ,VZ,VTR,VRTX,VZ,VTRS,VRTX,VTRS,VTRS,VST,VTR
WAT,WDC,WEC,WFM,WELL,WAT,WAT,VTRS,VTR,WAB,VZ,VTR,VZ,VZ,VTR,VTRS
WBA,WEC,WELL,WHR,WFC,WBA,WBA,VZ,VTRS,WAT,WAB,VTRS,WAB,WAB,VTRS,VZ
WDC,WELL,WFC,WIN,WFM,WDC,WDC,WAT,VZ,WBA,WAT,VZ,WAT,WAT,VZ,WAB
WEC,WFC,WFM,WM,WHR,WEC,WEC,WBA,WAT,WCG,WBA,WAB,WBA,WBA,WAB,WAT
WELL,WFM,WHR,WMB,WIN,WELL,WELL,WDC,WBA,WDC,WDC,WAT,WBD,WBD,WAT,WBD
WFC,WHR,WIN,WMT,WM,WFC,WFC,WEC,WCG,WEC,WEC,WBA,WDC,WDC,WBA,WDAY
WFM,WIN,WM,WPX,WMB,WFM,WFM,WELL,WDC,WELL,WELL,WDC,WEC,WEC,WBD,WDC
WFR,WM,WMB,WU,WMT,WHR,WHR,WFC,WEC,WFC,WFC,WEC,WELL,WELL,WDAY,WEC
WHR,WMB,WMT,WY,WU,WM,WLTW,WHR,WELL,WHR,WHR,WELL,WFC,WFC,WDC,WELL
WIN,WMT,WPX,WYN,WY,WMB,WM,WLTW,WFC,WLTW,WLTW,WFC,WHR,WHR,WEC,WFC
WM,WPX,WU,WYNN,WYN,WMT,WMB,WM,WHR,WM,WM,WHR,WM,WM,WELL,WM
WMB,WU,WY,X,WYNN,WU,WMT,WMB,WLTW,WMB,WMB,WLTW,WMB,WMB,WFC,WMB
WMT,WY,WYN,XEL,XEC,WY,WU,WMT,WM,WMT,WMT,WM,WMT,WMT,WM,WMT
WU,WYN,WYNN,XL,XEL,WYN,WY,WU,WMB,WRB,WRB,WMB,WRB,WRB,WMB,WRB
WY,WYNN,X,XLNX,XL,WYNN,WYN,WY,WMT,WU,WST,WMT,WST,WST,WMT,WSM
WYN,X,XEL,XOM,XLNX,XEC,WYNN,WYN,WU,WY,WU,WRB,WTW,WTW,WRB,WST
WYNN,XEL,XL,XRAY,XOM,XEL,XEC,WYNN,WY,WYNN,WY,WST,WY,WY,WST,WTW
X,XL,XLNX,XRX,XRAY,XL,XEL,XEC,WYNN,XEC,WYNN,WY,WYNN,WYNN,WTW,WY
XEL,XLNX,XOM,XYL,XRX,XLNX,XL,XEL,XEC,XEL,XEL,WYNN,XEL,XEL,WY,WYNN
XL,XOM,XRAY,YHOO,XYL,XOM,XLNX,XL,XEL,XLNX,XLNX,XEL,XOM,XOM,WYNN,XEL
XLNX,XRAY,XRX,YUM,YHOO,XRAY,XOM,XLNX,XLNX,XOM,XOM,XLNX,XRAY,XRAY,XEL,XOM
XOM,XRX,XYL,ZBH,YUM,XRX,XRAY,XOM,XOM,XRAY,XRAY,XOM,XYL,XYL,XOM,XYL
XRAY,XYL,YHOO,ZION,ZBH,XYL,XRX,XRAY,XRAY,XRX,XRX,XRAY,YUM,YUM,XYL,XYZ
XRX,YHOO,YUM,ZTS,ZION,YHOO,XYL,XRX,XRX,XYL,XYL,XYL,ZBH,ZBH,YUM,YUM
YHOO,YUM,ZBH,,ZTS,YUM,YHOO,XYL,XYL,YUM,YUM,YUM,ZBRA,ZBRA,ZBH,ZBH
YUM,ZBH,ZION,,,ZBH,YUM,YUM,YUM,ZBH,ZBH,ZBH,ZION,ZION,ZBRA,ZBRA
ZBH,ZION,,,,ZION,ZBH,ZBH,ZBH,ZBRA,ZBRA,ZBRA,ZTS,ZTS,ZTS,ZTS
ZION,,,,,ZTS,ZION,ZION,ZION,ZION,ZION,ZION,,,,
,,,,,,ZTS,ZTS,ZTS,ZTS,ZTS,ZTS,,,,
